annee_numero_de_tirage;1er_ou_2eme_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;boule_6;boule_complementaire;combinaison_gagnante_en_ordre_croissant;numero_joker;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;nombre_de_gagnant_au_rang7;rapport_du_rang7;numero_jokerplus;devise;
1991049;2;SA;19911207;19920205;44;30;12;40;10;6;43;6-10-12-30-40-44;;3;7875730;9;120170;727;5235;41260;116;706443;13;0;0;0;0;;frf;
1991049;1;SA;19911207;19920205;37;16;7;8;31;15;41;7-8-15-16-31-37;;1;12112540;9;127370;602;6650;37861;135;736036;13;0;0;0;0;;frf;
1991049;2;ME;19911204;19920203;35;48;36;23;39;40;28;23-35-36-39-40-48;;1;8756885;22;84595;1286;5095;44585;154;833123;11;0;0;0;0;;frf;
1991049;1;ME;19911204;19920203;7;43;34;47;33;1;39;1-7-33-34-43-47;;2;2014560;8;250115;572;12395;45016;170;993167;11;0;0;0;0;;frf;
1991048;2;SA;19911130;19920129;5;12;17;27;21;4;23;4-5-12-17-21-27;;2;11963575;28;39715;1058;3650;51354;94;845447;11;0;0;0;0;;frf;
1991048;1;SA;19911130;19920129;30;2;25;32;1;31;5;1-2-25-30-31-32;;1;12284250;12;98140;321;12425;20812;249;500953;20;0;0;0;0;;frf;
1991048;2;ME;19911127;19920127;45;10;13;48;34;37;16;10-13-34-37-45-48;;6;1462715;63;29770;948;6840;56234;122;1009985;9;0;0;0;0;;frf;
1991048;1;ME;19911127;19920127;9;33;38;16;45;15;6;9-15-16-33-38-45;;5;807325;32;64985;1284;5670;65754;116;1183844;9;0;0;0;0;;frf;
1991047;2;SA;19911123;19920122;31;7;13;32;23;42;8;7-13-23-31-32-42;;1;23849925;9;121285;645;5925;36943;131;698498;13;0;0;0;0;;frf;
1991047;1;SA;19911123;19920122;49;45;15;42;36;1;37;1-15-36-42-45-49;;3;4072855;7;163635;660;6140;35905;143;648082;15;0;0;0;0;;frf;
1991047;2;ME;19911120;19920120;46;10;12;49;3;7;44;3-7-10-12-46-49;;11;805250;21;89660;1957;3390;93076;74;1475355;6;0;0;0;0;;frf;
1991047;1;ME;19911120;19920120;42;35;20;24;18;26;45;18-20-24-26-35-42;;5;814500;29;72320;1475;5010;70412;110;1210651;9;0;0;0;0;;frf;
1991046;2;SA;19911116;19920115;40;28;35;34;27;33;17;27-28-33-34-35-40;;1;24318950;5;218190;470;8190;20950;236;467239;21;0;0;0;0;;frf;
1991046;1;SA;19911116;19920115;44;9;16;38;23;7;13;7-9-16-23-38-44;;3;4154570;34;35360;1110;3760;47489;110;780482;13;0;0;0;0;;frf;
1991046;2;ME;19911113;19920113;42;49;14;34;12;2;45;2-12-14-34-42-49;;1;8776070;12;152145;889;7280;53981;127;1064363;9;0;0;0;0;;frf;
1991046;1;ME;19911113;19920113;42;16;15;22;26;44;27;15-16-22-26-42-44;;1;4033205;14;145315;858;8355;53374;143;1107301;10;0;0;0;0;;frf;
1991045;2;SA;19911109;19920108;20;4;42;1;40;16;3;1-4-16-20-40-42;;4;6138575;7;158835;533;7320;32719;153;593817;16;0;0;0;0;;frf;
1991045;1;SA;19911109;19920108;24;38;9;23;18;34;37;9-18-23-24-34-38;;2;6290540;6;195515;538;7690;32907;161;688355;15;0;0;0;0;;frf;
1991045;2;ME;19911106;19920106;9;2;24;48;18;47;14;2-9-18-24-47-48;;8;1122870;29;65925;1011;6580;61157;115;1119467;9;0;0;0;0;;frf;
1991045;1;ME;19911106;19920106;30;7;37;48;49;8;46;7-8-30-37-48-49;;2;2063975;10;205945;880;8340;55191;142;1211877;9;0;0;0;0;;frf;
1991044;2;SA;19911102;19920102;49;40;36;16;41;28;9;16-28-36-40-41-49;;4;9372730;17;68665;701;5760;31481;163;586988;17;0;0;0;0;;frf;
1991044;1;SA;19911102;19920102;46;34;35;15;43;2;24;2-15-34-35-43-46;;1;12863175;7;171995;321;13000;23283;233;499672;21;0;0;0;0;;frf;
1991044;2;ME;19911030;19911230;8;27;46;10;6;33;32;6-8-10-27-33-46;;3;2923030;13;140735;1395;4710;69890;98;1166360;8;0;0;0;0;;frf;
1991044;1;ME;19911030;19911230;38;37;39;29;35;5;20;5-29-35-37-38-39;;1;4030175;14;145210;855;8375;55576;138;892630;12;0;0;0;0;;frf;
1991043;2;SA;19911026;19911226;45;33;14;1;16;49;27;1-14-16-33-45-49;;3;8083405;25;45085;677;5750;34038;145;616115;16;0;0;0;0;;frf;
1991043;1;SA;19911026;19911226;27;6;16;15;41;37;42;6-15-16-27-37-41;;0;0;2;562480;388;10435;24524;214;549585;19;0;0;0;0;;frf;
1991043;2;ME;19911023;19911223;23;10;35;12;5;19;20;5-10-12-19-23-35;;12;735640;70;26980;2891;2285;116246;59;1629767;6;0;0;0;0;;frf;
1991043;1;ME;19911023;19911223;42;14;47;45;35;7;48;7-14-35-42-45-47;;3;1352740;24;87025;1284;5700;86186;89;1163091;9;0;0;0;0;;frf;
1991042;2;SA;19911019;19911218;24;20;28;12;1;29;34;1-12-20-24-28-29;;1;50878010;9;132190;758;5535;43371;122;741515;14;0;0;0;0;;frf;
1991042;1;SA;19911019;19911218;43;47;17;11;34;14;4;11-14-17-34-43-47;;3;4458140;13;98600;783;5685;35145;160;654812;17;0;0;0;0;;frf;
1991042;2;ME;19911016;19911216;13;41;30;1;36;25;19;1-13-25-30-36-41;;7;1280030;46;41550;1864;3605;55181;127;1022366;10;0;0;0;0;;frf;
1991042;1;ME;19911016;19911216;18;34;38;15;7;44;36;7-15-18-34-38-44;;3;1372280;29;73100;949;7730;60452;129;1184409;9;0;0;0;0;;frf;
1991041;2;SA;19911012;19911211;6;44;1;25;26;42;19;1-6-25-26-42-44;;0;0;7;160230;335;11605;24586;205;560785;17;0;0;0;0;;frf;
1991041;1;SA;19911012;19911211;34;31;14;28;11;20;25;11-14-20-28-31-34;;2;6352510;20;61095;690;6105;35128;152;646748;16;0;0;0;0;;frf;
1991041;2;ME;19911009;19911209;2;7;47;26;30;5;10;2-5-7-26-30-47;;3;3000980;51;37690;1265;5320;69690;101;1231189;8;0;0;0;0;;frf;
1991041;1;ME;19911009;19911209;29;33;23;22;25;34;30;22-23-25-29-33-34;;5;826785;20;105740;860;8540;53746;146;1033018;11;0;0;0;0;;frf;
1991040;2;SA;19911005;19911204;12;40;31;28;26;14;42;12-14-26-28-31-40;;1;37917875;21;56300;820;5015;40503;128;673457;15;0;0;0;0;;frf;
1991040;1;SA;19911005;19911204;11;36;23;27;24;28;2;11-23-24-27-28-36;;3;4351565;11;112940;666;6485;41538;132;772812;14;0;0;0;0;;frf;
1991040;2;ME;19911002;19911202;40;45;16;18;43;12;49;12-16-18-40-43-45;;1;17742620;27;70935;968;6875;53605;132;1064171;9;0;0;0;0;;frf;
1991040;1;ME;19911002;19911202;15;2;18;28;34;31;26;2-15-18-28-31-34;;6;688720;27;78795;1584;4735;60181;130;1108265;10;0;0;0;0;;frf;
1991039;2;SA;19910928;19911127;13;27;4;6;39;24;48;4-6-13-24-27-39;;4;6104325;13;87020;1037;3800;48964;101;784455;12;0;0;0;0;;frf;
1991039;1;SA;19910928;19911127;49;14;4;46;16;20;42;4-14-16-20-46-49;;0;0;11;108570;495;8300;30206;175;596477;17;0;0;0;0;;frf;
1991039;2;ME;19910925;19911125;8;48;45;44;26;30;23;8-26-30-44-45-48;;0;0;17;108525;651;9815;48485;141;957475;10;0;0;0;0;;frf;
1991039;1;ME;19910925;19911125;26;49;36;23;7;37;46;7-23-26-36-37-49;;4;1005350;16;127445;959;7480;64821;118;1265384;8;0;0;0;0;;frf;
1991038;2;SA;19910921;19911120;21;14;17;10;44;13;43;10-13-14-17-21-44;;1;54077205;8;165760;673;6545;44913;123;833383;13;0;0;0;0;;frf;
1991038;1;SA;19910921;19911120;17;39;47;21;40;36;20;17-21-36-39-40-47;;1;14225710;9;156045;634;7360;33900;173;606468;19;0;0;0;0;;frf;
1991038;2;ME;19910918;19911118;17;16;1;30;2;38;22;1-2-16-17-30-38;;1;9139020;18;105770;591;10825;36602;183;845237;11;0;0;0;0;;frf;
1991038;1;ME;19910918;19911118;21;29;33;15;44;6;41;6-15-21-29-33-44;;11;411060;31;68440;1751;4070;68144;109;1136105;9;0;0;0;0;;frf;
1991037;2;SA;19910914;19911113;34;24;16;5;45;49;6;5-16-24-34-45-49;;0;0;18;69530;643;6465;34920;150;677011;15;0;0;0;0;;frf;
1991037;1;SA;19910914;19911113;34;13;14;45;37;46;15;13-14-34-37-45-46;;1;13542150;7;190990;387;11475;29213;191;637793;17;0;0;0;0;;frf;
1991037;2;ME;19910911;19911112;31;36;26;43;49;21;35;21-26-31-36-43-49;;2;4547805;5;379045;651;9780;40215;166;854915;11;0;0;0;0;;frf;
1991037;1;ME;19910911;19911112;25;12;34;43;5;4;47;4-5-12-25-34-43;;15;299865;36;58625;4104;1725;76010;97;1319657;8;0;0;0;0;;frf;
1991036;2;SA;19910907;19911106;4;11;38;28;49;9;18;4-9-11-28-38-49;;6;3859030;25;44140;924;3965;42974;107;724947;12;0;0;0;0;;frf;
1991036;1;SA;19910907;19911106;46;27;25;43;14;31;9;14-25-27-31-43-46;;3;3963930;25;46960;754;5170;32213;152;548813;17;0;0;0;0;;frf;
1991036;2;ME;19910904;19911104;9;25;10;35;12;13;3;9-10-12-13-25-35;;8;1121640;60;31160;1431;4390;84259;78;1462324;6;0;0;0;0;;frf;
1991036;1;ME;19910904;19911104;2;15;34;25;17;19;4;2-15-17-19-25-34;;7;633975;47;44305;1042;6715;66321;110;1228689;8;0;0;0;0;;frf;
1991035;2;SA;19910831;19911030;7;43;19;49;44;30;5;7-19-30-43-44-49;;1;22759475;26;41720;534;6745;34496;131;663441;13;0;0;0;0;;frf;
1991035;1;SA;19910831;19911030;36;28;34;25;12;22;13;12-22-25-28-34-36;;4;2921820;26;44375;854;4485;40592;119;695502;13;0;0;0;0;;frf;
1991035;2;ME;19910828;19911028;42;8;40;13;19;26;11;8-13-19-26-40-42;;5;3497355;34;54120;1586;3895;80599;80;1313488;7;0;0;0;0;;frf;
1991035;1;ME;19910828;19911028;22;16;40;7;1;4;26;1-4-7-16-22-40;;4;1091670;37;55375;1776;3875;88203;81;1439016;7;0;0;0;0;;frf;
1991034;2;SA;19910824;19911023;36;5;43;28;45;3;20;3-5-28-36-43-45;;1;35140885;11;102090;443;8420;29301;160;581744;16;0;0;0;0;;frf;
1991034;1;SA;19910824;19911023;5;31;35;28;18;7;47;5-7-18-28-31-35;;2;6046245;15;79585;680;5830;41947;119;768678;12;0;0;0;0;;frf;
1991034;2;ME;19910821;19911021;38;33;11;37;20;36;18;11-20-33-36-37-38;;0;0;6;300395;442;13700;38736;163;819398;11;0;0;0;0;;frf;
1991034;1;ME;19910821;19911021;44;6;27;9;11;10;31;6-9-10-11-27-44;;2;2143930;28;71855;1899;3560;100607;70;1541218;6;0;0;0;0;;frf;
1991033;2;SA;19910817;19911016;49;4;30;28;48;9;17;4-9-28-30-48-49;;1;34145585;21;51200;590;6055;31754;141;603829;14;0;0;0;0;;frf;
1991033;1;SA;19910817;19911016;35;17;44;24;46;19;14;17-19-24-35-44-46;;0;0;4;285895;571;6650;32786;146;589826;16;0;0;0;0;;frf;
1991033;2;ME;19910814;19911014;19;12;49;36;34;20;33;12-19-20-34-36-49;;5;1737350;18;100495;1032;5890;56318;113;1066781;8;0;0;0;0;;frf;
1991033;1;ME;19910814;19911014;38;49;18;23;3;37;36;3-18-23-37-38-49;;3;1434025;26;77640;998;6795;58930;120;1091320;9;0;0;0;0;;frf;
1991032;2;SA;19910810;19911009;31;44;26;39;18;8;40;8-18-26-31-39-44;;2;11267815;8;134205;648;5505;28090;160;512171;17;0;0;0;0;;frf;
1991032;1;SA;19910810;19911009;44;41;6;45;15;49;7;6-15-41-44-45-49;;0;0;4;286005;365;10410;26857;178;524348;18;0;0;0;0;;frf;
1991032;2;ME;19910807;19911007;3;1;16;39;13;40;19;1-3-13-16-39-40;;3;5000000;35;53190;949;6590;51159;128;983069;9;0;0;0;0;;frf;
1991032;1;ME;19910807;19911007;17;3;21;27;42;34;33;3-17-21-27-34-42;;6;736665;22;94270;1988;3505;70505;103;1134584;9;0;0;0;0;;frf;
1991031;2;SA;19910803;19911002;6;36;23;16;20;45;34;6-16-20-23-36-45;;2;11628855;11;100745;435;8460;29555;157;563811;16;0;0;0;0;;frf;
1991031;1;SA;19910803;19911002;13;30;20;7;46;3;41;3-7-13-20-30-46;;8;1494165;13;90775;1112;3525;51501;96;824984;11;0;0;0;0;;frf;
1991031;2;ME;19910731;19910930;19;49;32;4;26;3;17;3-4-19-26-32-49;;3;3003195;25;75060;1318;4780;65209;101;1127095;8;0;0;0;0;;frf;
1991031;1;ME;19910731;19910930;30;40;44;20;38;47;7;20-30-38-40-44-47;;0;0;16;130795;861;8165;45459;162;876412;12;0;0;0;0;;frf;
1991030;2;SA;19910727;19910925;42;18;14;4;20;1;13;1-4-14-18-20-42;;1;23871845;13;87505;741;5100;37266;128;626131;15;0;0;0;0;;frf;
1991030;1;SA;19910727;19910925;34;42;1;24;39;27;7;1-24-27-34-39-42;;1;12266275;10;121100;360;11175;24308;208;521784;19;0;0;0;0;;frf;
1991030;2;ME;19910724;19910923;9;45;38;22;26;47;37;9-22-26-38-45-47;;5;3000000;15;128015;954;6760;58354;115;1044259;9;0;0;0;0;;frf;
1991030;1;ME;19910724;19910923;37;47;10;8;32;16;34;8-10-16-32-37-47;;2;2276055;20;106795;969;7405;53700;140;1077924;10;0;0;0;0;;frf;
1991029;2;SA;19910720;19910918;10;39;24;36;15;42;6;10-15-24-36-39-42;;5;4868615;36;32220;723;5330;33054;147;572873;16;0;0;0;0;;frf;
1991029;1;SA;19910720;19910918;2;6;49;43;22;10;19;2-6-10-22-43-49;;3;4169235;22;56125;707;5800;40159;128;717911;14;0;0;0;0;;frf;
1991029;2;ME;19910717;19910916;21;8;19;10;28;43;13;8-10-19-21-28-43;;3;3081675;49;39300;1516;4265;74245;91;1276974;7;0;0;0;0;;frf;
1991029;1;ME;19910717;19910916;47;26;40;15;6;49;44;6-15-26-40-47-49;;0;0;20;107335;791;9120;52268;144;1082553;10;0;0;0;0;;frf;
1991028;2;SA;19910713;19910911;34;32;42;13;29;37;33;13-29-32-34-37-42;;1;25201935;7;171605;653;6110;33448;150;602123;16;0;0;0;0;;frf;
1991028;1;SA;19910713;19910911;1;6;36;28;37;38;17;1-6-28-36-37-38;;1;12941515;8;159705;304;13960;23823;224;565620;18;0;0;0;0;;frf;
1991028;2;ME;19910710;19910909;19;49;45;27;44;16;9;16-19-27-44-45-49;;5;1877500;29;67435;878;7485;54942;125;1093746;9;0;0;0;0;;frf;
1991028;1;ME;19910710;19910909;3;22;28;38;7;5;30;3-5-7-22-28-38;;2;2322185;24;90800;1534;4770;88527;86;1577211;7;0;0;0;0;;frf;
1991027;2;SA;19910706;19910904;35;9;6;29;7;11;1;6-7-9-11-29-35;;3;23215065;54;27710;1462;3400;75595;83;1182681;10;0;0;0;0;;frf;
1991027;1;SA;19910706;19910904;35;18;47;9;4;6;43;4-6-9-18-35-47;;6;2673530;23;68855;940;5595;54483;121;971566;13;0;0;0;0;;frf;
1991027;2;ME;19910703;19910902;26;22;29;45;36;17;9;17-22-26-29-36-45;;1;9529685;22;90215;923;7225;57057;122;1066235;9;0;0;0;0;;frf;
1991027;1;ME;19910703;19910902;11;21;19;32;36;40;26;11-19-21-32-36-40;;6;786265;17;130210;1143;6505;65577;118;1207530;9;0;0;0;0;;frf;
1991026;2;SA;19910629;19910828;35;31;24;47;9;32;6;9-24-31-32-35-47;;0;0;5;240870;378;10585;26598;189;557549;18;0;0;0;0;;frf;
1991026;1;SA;19910629;19910828;41;40;5;16;19;15;12;5-15-16-19-40-41;;0;0;12;107020;470;9075;29066;185;632722;16;0;0;0;0;;frf;
1991026;2;ME;19910626;19910826;4;14;10;22;9;37;33;4-9-10-14-22-37;;8;1197290;34;58685;1811;3700;87396;80;1389909;7;0;0;0;0;;frf;
1991026;1;ME;19910626;19910826;21;32;35;16;3;33;46;3-16-21-32-33-35;;3;1579915;24;92665;1094;6830;59967;130;1124823;10;0;0;0;0;;frf;
1991025;2;SA;19910622;19910821;44;10;35;5;24;8;43;5-8-10-24-35-44;;2;15000000;10;139545;889;5215;48654;120;880200;13;0;0;0;0;;frf;
1991025;1;SA;19910622;19910821;20;13;38;29;12;48;26;12-13-20-29-38-48;;3;8333335;20;74205;550;8965;31631;196;728852;17;0;0;0;0;;frf;
1991025;2;ME;19910619;19910819;24;37;49;32;46;40;8;24-32-37-40-46-49;;14;1428575;57;38430;1569;4690;68815;112;1121629;9;0;0;0;0;;frf;
1991025;1;ME;19910619;19910819;39;32;27;37;6;40;16;6-27-32-37-39-40;;1;15000000;10;242780;697;11705;50325;170;1051557;11;0;0;0;0;;frf;
1991024;2;SA;19910615;19910814;39;8;3;30;22;5;32;3-5-8-22-30-39;;1;25198520;6;199950;656;6075;38757;129;719194;13;0;0;0;0;;frf;
1991024;1;SA;19910615;19910814;25;5;7;30;19;34;23;5-7-19-25-30-34;;6;2163430;25;51260;1317;3230;61163;87;965970;11;0;0;0;0;;frf;
1991024;2;ME;19910612;19910812;41;13;30;1;9;36;33;1-9-13-30-36-41;;7;1374445;31;64615;1178;5710;65511;107;1207660;8;0;0;0;0;;frf;
1991024;1;ME;19910612;19910812;19;23;49;12;7;35;13;7-12-19-23-35-49;;15;317790;64;34945;2671;2810;109843;71;1720644;6;0;0;0;0;;frf;
1991023;2;SA;19910608;19910807;7;31;30;42;13;4;35;4-7-13-30-31-42;;1;25818285;21;58520;815;5010;47151;109;824801;12;0;0;0;0;;frf;
1991023;1;SA;19910608;19910807;18;43;34;16;35;19;32;16-18-19-34-35-43;;5;2661310;15;87580;439;9940;30828;178;600380;18;0;0;0;0;;frf;
1991023;2;ME;19910605;19910805;9;39;19;15;37;8;46;8-9-15-19-37-39;;4;2399910;14;142785;1031;6515;63802;110;1226579;8;0;0;0;0;;frf;
1991023;1;ME;19910605;19910805;40;17;37;19;3;2;33;2-3-17-19-37-40;;7;679220;19;117415;843;8890;56952;138;1145608;9;0;0;0;0;;frf;
1991022;2;SA;19910601;19910731;23;27;5;8;43;7;19;5-7-8-23-27-43;;1;50967510;27;46530;1134;3680;57257;92;965858;10;0;0;0;0;;frf;
1991022;1;SA;19910601;19910731;43;19;46;32;45;2;34;2-19-32-43-45-46;;2;6773545;10;133745;358;12410;26369;212;582446;19;0;0;0;0;;frf;
1991022;2;ME;19910529;19910729;36;3;12;1;8;25;13;1-3-8-12-25-36;;6;1556800;48;40490;2064;3160;99906;68;1485682;6;0;0;0;0;;frf;
1991022;1;ME;19910529;19910729;9;17;42;40;33;49;19;9-17-33-40-42-49;;4;1158540;25;86975;1285;5685;68477;111;1233100;9;0;0;0;0;;frf;
1991021;2;SA;19910525;19910724;9;8;45;11;44;48;31;8-9-11-44-45-48;;0;0;11;106470;482;8070;30085;163;659613;14;0;0;0;0;;frf;
1991021;1;SA;19910525;19910724;24;22;9;44;35;1;19;1-9-22-24-35-44;;1;12677730;17;73620;538;7725;36182;145;708003;14;0;0;0;0;;frf;
1991021;2;ME;19910522;19910722;27;18;48;42;4;1;2;1-4-18-27-42-48;;5;6000000;18;108520;865;7585;51076;134;1002632;9;0;0;0;0;;frf;
1991021;1;ME;19910522;19910722;27;12;37;32;7;25;28;7-12-25-27-32-37;;9;516260;34;64120;1872;3910;89964;85;1508322;7;0;0;0;0;;frf;
1991020;2;SA;19910518;19910717;18;39;30;38;12;19;3;12-18-19-30-38-39;;3;14931915;15;94655;1169;4035;37606;158;762224;15;0;0;0;0;;frf;
1991020;1;SA;19910518;19910717;29;9;41;17;13;35;40;9-13-17-29-35-41;;10;3031200;17;88920;1464;3430;55032;115;854297;14;0;0;0;0;;frf;
1991020;2;ME;19910515;19910715;21;6;44;47;46;20;1;6-20-21-44-46-47;;3;8485615;13;167750;511;14340;37056;207;883698;12;0;0;0;0;;frf;
1991020;1;ME;19910515;19910715;3;36;41;21;11;40;49;3-11-21-36-40-41;;0;0;17;142430;788;10325;54820;155;1138761;10;0;0;0;0;;frf;
1991019;2;SA;19910511;19910710;10;14;1;20;17;42;19;1-10-14-17-20-42;;3;12997605;14;86365;652;6160;37163;136;678347;14;0;0;0;0;;frf;
1991019;1;SA;19910511;19910710;16;2;30;49;28;25;31;2-16-25-28-30-49;;2;6536775;11;117335;761;5635;37701;143;669336;16;0;0;0;0;;frf;
1991019;2;ME;19910508;19910708;3;36;21;19;15;35;38;3-15-19-21-35-36;;4;2241950;21;88800;1043;6005;59737;110;1079491;8;0;0;0;0;;frf;
1991019;1;ME;19910508;19910708;6;5;48;34;10;39;13;5-6-10-34-39-48;;4;1114025;20;104545;668;10515;46844;157;997455;10;0;0;0;0;;frf;
1991018;2;SA;19910504;19910703;21;49;24;9;6;46;36;6-9-21-24-46-49;;7;7341975;17;74025;881;4745;44711;118;770837;13;0;0;0;0;;frf;
1991018;1;SA;19910504;19910703;32;31;21;40;49;13;42;13-21-31-32-40-49;;0;0;9;149200;603;7395;34767;161;683158;16;0;0;0;0;;frf;
1991018;2;ME;19910501;19910701;34;2;10;5;40;16;12;2-5-10-16-34-40;;1;8749980;38;47855;908;6730;53934;118;1025029;9;0;0;0;0;;frf;
1991018;1;ME;19910501;19910701;2;42;29;47;28;9;8;2-9-28-29-42-47;;2;2176995;12;170250;728;9430;48203;149;1008451;10;0;0;0;0;;frf;
1991017;2;SA;19910427;19910626;3;34;36;48;37;1;47;1-3-34-36-37-48;;0;0;2;594090;237;16655;20936;237;505680;19;0;0;0;0;;frf;
1991017;1;SA;19910427;19910626;45;4;21;39;36;17;22;4-17-21-36-39-45;;2;6440080;20;63580;727;5810;33007;161;589251;18;0;0;0;0;;frf;
1991017;2;ME;19910424;19910624;5;7;21;32;44;49;28;5-7-21-32-44-49;;1;9468740;28;70350;988;6700;59268;117;1146121;8;0;0;0;0;;frf;
1991017;1;ME;19910424;19910624;31;6;22;28;9;14;11;6-9-14-22-28-31;;13;361600;66;33420;2208;3355;98017;79;1502570;7;0;0;0;0;;frf;
1991016;2;SA;19910420;19910619;44;32;28;43;46;8;37;8-28-32-43-44-46;;2;34812230;11;141200;401;12865;30929;210;693513;18;0;0;0;0;;frf;
1991016;1;SA;19910420;19910619;40;11;25;8;6;18;31;6-8-11-18-25-40;;2;8351545;29;56860;1242;4410;64130;107;1089180;12;0;0;0;0;;frf;
1991016;2;ME;19910417;19910617;8;49;30;6;15;36;35;6-8-15-30-36-49;;5;3000000;27;74375;1472;4580;66068;107;1172967;8;0;0;0;0;;frf;
1991016;1;ME;19910417;19910617;10;14;21;13;28;30;22;10-13-14-21-28-30;;8;598475;35;64185;1403;5380;84037;94;1459367;7;0;0;0;0;;frf;
1991015;2;SA;19910413;19910612;40;2;18;46;10;47;30;2-10-18-40-46-47;;0;0;3;387180;295;13080;21212;229;484351;20;0;0;0;0;;frf;
1991015;1;SA;19910413;19910612;31;49;37;41;39;15;17;15-31-37-39-41-49;;0;0;7;178075;331;12510;24613;212;496364;20;0;0;0;0;;frf;
1991015;2;ME;19910410;19910610;49;13;4;14;12;30;8;4-12-13-14-30-49;;1;9493035;68;29020;969;6840;65802;105;1231011;8;0;0;0;0;;frf;
1991015;1;ME;19910410;19910610;2;36;22;23;21;25;14;2-21-22-23-25-36;;0;0;30;73825;772;9640;64147;121;1133744;9;0;0;0;0;;frf;
1991014;2;SA;19910406;19910605;1;33;41;39;8;11;38;1-8-11-33-39-41;;2;12400640;17;69360;426;9195;27923;177;578135;17;0;0;0;0;;frf;
1991014;1;SA;19910406;19910605;23;14;1;33;35;36;3;1-14-23-33-35-36;;4;3206270;10;126615;396;10620;26943;197;584173;18;0;0;0;0;;frf;
1991014;2;ME;19910403;19910603;30;21;14;13;3;16;35;3-13-14-16-21-30;;2;4578145;12;158620;1095;5840;64758;103;1180131;8;0;0;0;0;;frf;
1991014;1;ME;19910403;19910603;37;12;39;33;46;18;21;12-18-33-37-39-46;;5;910670;25;85460;1249;5745;58253;129;1036349;10;0;0;0;0;;frf;
1991013;2;SA;19910330;19910529;12;29;33;31;10;20;32;10-12-20-29-31-33;;1;38929030;6;207660;544;7610;33939;153;669459;15;0;0;0;0;;frf;
1991013;1;SA;19910330;19910529;21;19;31;1;28;14;40;1-14-19-21-28-31;;8;1689905;12;111225;757;5855;46222;121;804625;13;0;0;0;0;;frf;
1991013;2;ME;19910327;19910527;38;27;34;48;14;9;3;9-14-27-34-38-48;;4;2354545;28;69930;1240;5305;65009;106;1138089;8;0;0;0;0;;frf;
1991013;1;ME;19910327;19910527;45;2;15;5;39;38;3;2-5-15-38-39-45;;4;1170670;9;244135;817;9035;50696;152;1078502;10;0;0;0;0;;frf;
1991012;2;SA;19910323;19910522;15;22;33;9;40;14;10;9-14-15-22-33-40;;2;12309075;13;90010;644;6035;36898;132;678190;14;0;0;0;0;;frf;
1991012;1;SA;19910323;19910522;37;13;26;3;18;36;38;3-13-18-26-36-37;;0;0;11;114330;737;5665;39312;134;745164;14;0;0;0;0;;frf;
1991012;2;ME;19910320;19910521;31;1;7;45;35;33;23;1-7-31-33-35-45;;1;9434300;17;115365;606;10875;44942;153;991193;10;0;0;0;0;;frf;
1991012;1;ME;19910320;19910521;1;38;23;37;35;29;33;1-23-29-35-37-38;;1;4691760;15;146765;596;12410;42703;181;945236;11;0;0;0;0;;frf;
1991011;2;SA;19910316;19910515;7;22;40;11;23;24;38;7-11-22-23-24-40;;1;25196525;19;63035;711;5595;47352;106;821950;12;0;0;0;0;;frf;
1991011;1;SA;19910316;19910515;13;45;35;20;46;19;10;13-19-20-35-45-46;;1;13035180;16;80430;648;6595;34086;158;679093;15;0;0;0;0;;frf;
1991011;2;ME;19910313;19910513;36;4;42;26;31;29;32;4-26-29-31-36-42;;2;4812065;6;333510;579;11610;41717;169;887384;11;0;0;0;0;;frf;
1991011;1;ME;19910313;19910513;34;8;38;48;9;30;41;8-9-30-34-38-48;;3;1594645;11;204070;873;8640;49811;158;1113089;10;0;0;0;0;;frf;
1991010;2;SA;19910309;19910510;16;18;3;45;6;21;10;3-6-16-18-21-45;;5;17011185;41;41705;1146;4955;62685;114;1060456;13;0;0;0;0;;frf;
1991010;1;SA;19910309;19910510;37;38;27;21;6;42;1;6-21-27-37-38-42;;5;3677825;12;151290;919;6560;57635;132;911198;16;0;0;0;0;;frf;
1991010;2;ME;19910306;19910506;21;38;24;32;42;37;36;21-24-32-37-38-42;;2;4738000;21;93765;883;7490;55717;124;1041222;9;0;0;0;0;;frf;
1991010;1;ME;19910306;19910506;27;36;43;48;14;45;40;14-27-36-43-45-48;;8;589640;33;67070;1560;4765;74703;104;1226550;9;0;0;0;0;;frf;
1991009;2;SA;19910302;19910502;41;49;30;4;12;8;21;4-8-12-30-41-49;;0;0;32;37715;726;5520;41587;121;737696;13;0;0;0;0;;frf;
1991009;1;SA;19910302;19910502;32;14;46;18;5;25;36;5-14-18-25-32-46;;8;1643845;20;64915;1207;3570;48049;113;736643;14;0;0;0;0;;frf;
1991009;2;ME;19910227;19910429;48;9;25;17;31;10;5;9-10-17-25-31-48;;8;1165085;52;37235;1479;4400;66652;102;1151448;8;0;0;0;0;;frf;
1991009;1;ME;19910227;19910429;30;26;4;23;48;36;7;4-23-26-30-36-48;;2;2320930;24;90750;846;8650;54086;141;1053307;10;0;0;0;0;;frf;
